state,county,region,metro,population,income_per_cap,unemployment,land_area
Kansas,Ottawa,North Central,Nonmetro,6048,26260,5.3,720.73
Kansas,Pawnee,North Central,Nonmetro,6911,24125,1.9,754.26
Kansas,Phillips,North Central,Nonmetro,5501,25072,4.3,885.88
Kansas,Pottawatomie,North Central,Metro,22625,25964,3.7,841.02
Kansas,Pratt,North Central,Nonmetro,9739,27078,5.6,735.05
Kansas,Rawlins,North Central,Nonmetro,2545,27559,2.3,1069.42
Kansas,Reno,North Central,Nonmetro,64058,23578,5.7,1255.35
Kansas,Republic,North Central,Nonmetro,4806,25317,3.8,717.37
Kansas,Rice,North Central,Nonmetro,10014,23687,5.5,726.24
Kansas,Riley,North Central,Metro,75022,23992,5.8,609.77
Kansas,Rooks,North Central,Nonmetro,5186,23891,4.1,890.53
Kansas,Rush,North Central,Nonmetro,3184,24843,5.6,717.76
Kansas,Russell,North Central,Nonmetro,6988,26128,6.9,886.26
Kansas,Saline,North Central,Nonmetro,55735,25641,5,720.23
Kansas,Scott,North Central,Nonmetro,4928,30179,5.8,717.54
Kansas,Sedgwick,North Central,Metro,506529,26016,6.9,997.51
Kansas,Seward,North Central,Nonmetro,23274,20442,9,639.5
Kansas,Shawnee,North Central,Metro,178792,26691,6.8,544.02
Kansas,Sheridan,North Central,Nonmetro,2531,28733,1.2,895.96
Kansas,Sherman,North Central,Nonmetro,6054,21786,4,1056.07
Kansas,Smith,North Central,Nonmetro,3740,27315,3.2,895.47
Kansas,Stafford,North Central,Nonmetro,4320,25476,2.6,792.05
Kansas,Stanton,North Central,Nonmetro,2149,22690,2.4,680.35
Kansas,Stevens,North Central,Nonmetro,5772,24827,3,727.29
Kansas,Sumner,North Central,Metro,23638,24214,7,1181.94
Kansas,Thomas,North Central,Nonmetro,7925,26309,2.7,1074.69
Kansas,Trego,North Central,Nonmetro,2951,28817,1,889.48
Kansas,Wabaunsee,North Central,Metro,6997,23962,6.2,794.3
Kansas,Wallace,North Central,Nonmetro,1595,28265,5.4,913.65
Kansas,Washington,North Central,Nonmetro,5686,23440,3.1,894.76
Kansas,Wichita,North Central,Nonmetro,2204,23367,3.1,718.57
Kansas,Wilson,North Central,Nonmetro,9061,22538,6.5,570.42
Kansas,Woodson,North Central,Nonmetro,3211,21432,4.6,497.82
Kansas,Wyandotte,North Central,Metro,160806,18912,11.2,151.6
Kentucky,Adair,South,Nonmetro,18852,18277,7.7,405.28
Kentucky,Allen,South,Metro,20355,20702,9.2,344.34
Kentucky,Anderson,South,Nonmetro,21761,24353,6.9,201.83
Kentucky,Ballard,South,Nonmetro,8256,24056,6.2,246.66
Kentucky,Barren,South,Nonmetro,42925,20262,7.6,487.54
Kentucky,Bath,South,Nonmetro,11978,18719,14,278.79
Kentucky,Bell,South,Nonmetro,27950,13701,11.6,359
Kentucky,Boone,South,Metro,124617,29866,5.6,246.36
Kentucky,Bourbon,South,Metro,20013,23620,9.9,289.72
Kentucky,Boyd,South,Metro,48917,25745,10.5,159.86
Kentucky,Boyle,South,Nonmetro,29388,22368,7.1,180.17
Kentucky,Bracken,South,Metro,8425,21054,8.3,205.61
Kentucky,Breathitt,South,Nonmetro,13591,15737,12.4,492.41
Kentucky,Breckinridge,South,Nonmetro,20061,19185,11.5,567.17
Kentucky,Bullitt,South,Metro,76961,24458,7.6,297.02
Kentucky,Butler,South,Metro,12835,18502,6.1,426.09
Kentucky,Caldwell,South,Nonmetro,12826,20840,8.7,344.79
Kentucky,Calloway,South,Nonmetro,38106,20701,9.1,385.02
Kentucky,Campbell,South,Metro,91475,28248,6.8,151.31
Kentucky,Carlisle,South,Nonmetro,4984,21499,6.8,189.43
Kentucky,Carroll,South,Nonmetro,10830,20129,13.2,128.57
Kentucky,Carter,South,Nonmetro,27326,18948,11.1,409.5
Kentucky,Casey,South,Nonmetro,15954,17526,9,444.23
Kentucky,Christian,South,Metro,74159,19614,12.7,717.5
Kentucky,Clark,South,Metro,35657,25492,7.9,252.46
Kentucky,Clay,South,Nonmetro,21300,13802,15.9,469.25
Kentucky,Clinton,South,Nonmetro,10188,16712,9.3,197.25
Kentucky,Crittenden,South,Nonmetro,9222,21248,7.1,359.95
Kentucky,Cumberland,South,Nonmetro,6807,17571,10.2,305.18
Kentucky,Daviess,South,Metro,98173,23952,6.8,458.35
Kentucky,Edmonson,South,Metro,12105,20304,8.9,302.88
Kentucky,Elliott,South,Nonmetro,7725,15319,6.2,234.32
Kentucky,Estill,South,Nonmetro,14476,16446,11.8,253.08
Kentucky,Fayette,South,Metro,308306,30031,6.9,283.65
Kentucky,Fleming,South,Nonmetro,14544,21453,9.7,348.54
Kentucky,Floyd,South,Nonmetro,38649,18173,9.7,393.35
Kentucky,Franklin,South,Nonmetro,49778,26778,8.7,207.75
Kentucky,Fulton,South,Nonmetro,6422,18082,12,205.5
Kentucky,Gallatin,South,Metro,8567,21634,6,101.23
Kentucky,Garrard,South,Nonmetro,16976,22567,11.4,230.08
Kentucky,Grant,South,Metro,24670,19667,6.8,257.97
Kentucky,Graves,South,Nonmetro,37502,20805,7.2,551.74
Kentucky,Grayson,South,Nonmetro,26001,19902,9.3,496.7
Kentucky,Green,South,Nonmetro,11149,19563,9,286.03
Kentucky,Greenup,South,Metro,36477,23649,10.1,344.4
Kentucky,Hancock,South,Metro,8669,22330,5.9,187.65
Kentucky,Hardin,South,Metro,107529,24845,8.2,623.28
Kentucky,Harlan,South,Nonmetro,28400,15840,9.8,465.83
Kentucky,Harrison,South,Nonmetro,18648,20490,8.1,306.36
Kentucky,Hart,South,Nonmetro,18441,18993,9.6,412.09
Kentucky,Henderson,South,Metro,46396,22628,8,436.67
Kentucky,Henry,South,Metro,15455,21806,6.6,286.28
Kentucky,Hickman,South,Nonmetro,4720,19597,8.8,242.27
Kentucky,Hopkins,South,Nonmetro,46518,22517,6.7,542
Kentucky,Jackson,South,Nonmetro,13357,16405,12.3,345.2
Kentucky,Jefferson,South,Metro,755809,28822,8.4,380.42
Kentucky,Jessamine,South,Metro,50328,26230,8.8,172.12
Kentucky,Johnson,South,Nonmetro,23350,18436,9.1,261.95
Kentucky,Kenton,South,Metro,163007,27847,7.7,160.25
Kentucky,Knott,South,Nonmetro,16000,17939,14.6,351.52
Kentucky,Knox,South,Nonmetro,31809,15599,15.7,386.3
Kentucky,Larue,South,Metro,14149,20570,9.3,261.52
Kentucky,Laurel,South,Nonmetro,59751,18795,12.4,433.95
Kentucky,Lawrence,South,Nonmetro,15821,18890,7.8,415.6
Kentucky,Lee,South,Nonmetro,7119,13688,12.2,208.86
Kentucky,Leslie,South,Nonmetro,10997,15558,17,400.84
Kentucky,Letcher,South,Nonmetro,23671,17194,12.6,337.91
Kentucky,Lewis,South,Nonmetro,13790,16662,8.4,482.84
Kentucky,Lincoln,South,Nonmetro,24498,18564,10.5,334.1
Kentucky,Livingston,South,Nonmetro,9394,23079,6.7,313.13
Kentucky,Logan,South,Nonmetro,26851,19126,7.7,552.13
Kentucky,Lyon,South,Nonmetro,8402,24723,7.6,213.84
Kentucky,McCracken,South,Nonmetro,65408,28577,6.1,248.74
Kentucky,McCreary,South,Nonmetro,18001,10880,19,426.8
Kentucky,McLean,South,Metro,9500,20910,8.4,252.47
Kentucky,Madison,South,Nonmetro,85838,21977,8.6,437.29
Kentucky,Magoffin,South,Nonmetro,12979,16046,12.2,308.44
Kentucky,Marion,South,Nonmetro,19717,19347,9.2,343.01
Kentucky,Marshall,South,Nonmetro,31181,23707,7.7,301.25
Kentucky,Martin,South,Nonmetro,12631,14179,20.6,229.61
Kentucky,Mason,South,Nonmetro,17296,23773,6.2,240.13
Kentucky,Meade,South,Metro,29098,23473,11.5,305.42
Kentucky,Menifee,South,Nonmetro,6343,16768,14.7,203.59
Kentucky,Mercer,South,Nonmetro,21342,22658,11.5,248.8
Kentucky,Metcalfe,South,Nonmetro,9985,17608,7.4,289.65
Kentucky,Monroe,South,Nonmetro,10765,17635,9.5,329.37
Kentucky,Montgomery,South,Nonmetro,27167,20850,10.4,197.37
Kentucky,Morgan,South,Nonmetro,13428,16007,9.6,381.13
Kentucky,Muhlenberg,South,Nonmetro,31309,19609,10.3,467.08
Kentucky,Nelson,South,Nonmetro,44564,24699,9.8,417.51
Kentucky,Nicholas,South,Nonmetro,7075,20039,7.7,195.17
Kentucky,Ohio,South,Nonmetro,24065,19254,9.6,587.27
Kentucky,Oldham,South,Metro,63037,34423,4.3,187.22
Kentucky,Owen,South,Nonmetro,10711,22878,8.6,351.1
Kentucky,Owsley,South,Nonmetro,4616,15158,8.8,197.41
Kentucky,Pendleton,South,Metro,14514,23725,6.4,277.16
Kentucky,Perry,South,Nonmetro,28041,18910,13.9,339.67
Kentucky,Pike,South,Nonmetro,63434,20061,10.7,786.83
Kentucky,Powell,South,Nonmetro,12447,17241,8.3,178.98
Kentucky,Pulaski,South,Nonmetro,63635,20215,9.1,658.41
Kentucky,Robertson,South,Nonmetro,2208,19246,6.7,99.91
Kentucky,Rockcastle,South,Nonmetro,16942,16963,11,316.55
Kentucky,Rowan,South,Nonmetro,23608,18185,6.5,279.8
Kentucky,Russell,South,Nonmetro,17669,17010,11.8,253.66
Kentucky,Scott,South,Metro,50178,28232,6.9,281.77
Kentucky,Shelby,South,Metro,44290,27631,5.7,379.64
Kentucky,Simpson,South,Nonmetro,17704,19397,7,234.2
Kentucky,Spencer,South,Metro,17577,27016,6.4,186.68
Kentucky,Taylor,South,Nonmetro,24993,18120,9.6,266.33
Kentucky,Todd,South,Nonmetro,12524,19042,8.5,374.5
Kentucky,Trigg,South,Metro,14250,26001,8.4,441.43
Kentucky,Trimble,South,Metro,8783,23465,14.6,151.65
Kentucky,Union,South,Nonmetro,15138,20164,7.8,342.85
Kentucky,Warren,South,Metro,118950,23823,7.9,541.6
Kentucky,Washington,South,Nonmetro,11910,19793,6.1,297.27
Kentucky,Wayne,South,Nonmetro,20655,15475,12.6,458.17
Kentucky,Webster,South,Nonmetro,13357,19891,7.2,331.94
Kentucky,Whitley,South,Nonmetro,35794,16748,10.2,437.83
Kentucky,Wolfe,South,Nonmetro,7261,13901,9.7,222.17
Kentucky,Woodford,South,Metro,25317,30490,4.8,188.78
Louisiana,Acadia,South,Metro,62163,20552,10.1,655.12
Louisiana,Allen,South,Nonmetro,25653,19868,8.9,761.85
Louisiana,Ascension,South,Metro,114738,29269,6.4,289.98
Louisiana,Assumption,South,Nonmetro,23057,23886,10.3,338.66
Louisiana,Avoyelles,South,Nonmetro,41389,18967,9.6,832.43
Louisiana,Beauregard,South,Nonmetro,36259,22961,5.7,1157.34
Louisiana,Bienville,South,Nonmetro,13977,20464,10.1,811.27
Louisiana,Bossier,South,Metro,123403,27572,5.7,840.06
Louisiana,Caddo,South,Metro,254742,24876,7,878.54
Louisiana,Calcasieu,South,Metro,195887,25005,8.3,1063.66
Louisiana,Caldwell,South,Nonmetro,9990,21493,10.2,529.43
Louisiana,Cameron,South,Metro,6706,29679,6.3,1284.89
Louisiana,Catahoula,South,Nonmetro,10247,21851,8.3,708.03
Louisiana,Claiborne,South,Nonmetro,16639,17547,13.5,754.88
Louisiana,Concordia,South,Nonmetro,20449,17498,11.7,696.92
Louisiana,De Soto,South,Metro,26965,22513,9.3,875.58
Louisiana,East Baton Rouge,South,Metro,444690,27944,7.6,455.37
Louisiana,East Carroll,South,Nonmetro,7501,11313,19.2,420.7
Louisiana,East Feliciana,South,Metro,19855,21348,6.5,453.41
Louisiana,Evangeline,South,Nonmetro,33768,18484,10.4,662.38
Louisiana,Franklin,South,Nonmetro,20550,17324,11.5,624.59
Louisiana,Grant,South,Metro,22362,17987,9.2,643.03
Louisiana,Iberia,South,Metro,73938,23977,10.6,574.11
Louisiana,Iberville,South,Metro,33229,21428,7.9,618.63
Louisiana,Jackson,South,Nonmetro,16109,18986,6.9,569.18
Louisiana,Jefferson,South,Metro,435092,27127,6.7,295.63
Louisiana,Jefferson Davis,South,Nonmetro,31434,22260,9.2,651.33
Louisiana,Lafayette,South,Metro,231811,30240,6.3,268.72
Louisiana,Lafourche,South,Metro,97474,25303,7,1068.21
Louisiana,LaSalle,South,Nonmetro,14899,20818,6.3,624.68
Louisiana,Lincoln,South,Nonmetro,47349,21003,11.9,471.74
Louisiana,Livingston,South,Metro,133949,25999,7,648.17
Louisiana,Madison,South,Nonmetro,11873,14205,16.9,624.44
Louisiana,Morehouse,South,Nonmetro,27012,18209,8,794.93
Louisiana,Natchitoches,South,Nonmetro,39330,19883,12.2,1252.25
Louisiana,Orleans,South,Metro,376738,27721,10.3,169.42
Louisiana,Ouachita,South,Metro,155769,21770,8,610.41
Louisiana,Plaquemines,South,Metro,23599,24837,4.7,779.91
Louisiana,Pointe Coupee,South,Metro,22498,25024,8.3,557.35
Louisiana,Rapides,South,Metro,132225,21671,8.6,1317.96
Louisiana,Red River,South,Nonmetro,8838,23016,9.2,389.09
Louisiana,Richland,South,Nonmetro,20777,19699,9.6,559.04
Louisiana,Sabine,South,Nonmetro,24248,22605,10.6,866.66
Louisiana,St. Bernard,South,Metro,42858,20160,12.2,377.52
Louisiana,St. Charles,South,Metro,52639,27247,7.7,279.08
Louisiana,St. Helena,South,Metro,10818,18620,14.4,408.4
Louisiana,St. James,South,Metro,21650,24071,11,241.54
Louisiana,St. John the Baptist,South,Metro,44161,22660,9.2,213.07
Louisiana,St. Landry,South,Nonmetro,83613,19156,6.1,923.88
Louisiana,St. Martin,South,Metro,53126,22983,7.2,737.65
Louisiana,St. Mary,South,Nonmetro,53441,21847,12.2,555.38
Louisiana,St. Tammany,South,Metro,242960,31022,7.6,845.55
Louisiana,Tangipahoa,South,Metro,125486,21671,10.7,791.28
Louisiana,Tensas,South,Nonmetro,4893,16912,15.6,602.78
Louisiana,Terrebonne,South,Metro,112742,23626,5.5,1231.82
Louisiana,Union,South,Metro,22533,19676,7.7,876.99
Louisiana,Vermilion,South,Metro,59110,23261,8.5,1173.2
Louisiana,Vernon,South,Nonmetro,52476,21578,7.5,1327.91
Louisiana,Washington,South,Nonmetro,46556,17745,15,669.53
Louisiana,Webster,South,Metro,40617,20248,7.6,593.03
Louisiana,West Baton Rouge,South,Metro,24669,26118,6.5,192.39
Louisiana,West Carroll,South,Nonmetro,11454,19353,11.9,359.65
Louisiana,West Feliciana,South,Metro,15415,22122,8.5,403.21
Louisiana,Winn,South,Nonmetro,14855,17877,6.3,950.09
Maine,Androscoggin,Northeast,Metro,107393,25011,7.2,467.93
Maine,Aroostook,Northeast,Nonmetro,70005,21763,7.5,6671.33
Maine,Cumberland,Northeast,Metro,286119,34081,5.4,835.24
Maine,Franklin,Northeast,Nonmetro,30402,22980,7.7,1696.61
Maine,Hancock,Northeast,Nonmetro,54658,28432,7.7,1586.89
Maine,Kennebec,Northeast,Nonmetro,121112,25957,7.7,867.52
Maine,Knox,Northeast,Nonmetro,39723,28144,5.7,365.13
Maine,Lincoln,Northeast,Nonmetro,34156,29078,4.2,455.82
Maine,Oxford,Northeast,Nonmetro,57421,21280,9.2,2076.84
Maine,Penobscot,Northeast,Metro,153437,24149,7.8,3397.36
Maine,Piscataquis,Northeast,Nonmetro,17156,22856,10.5,3960.86
Maine,Sagadahoc,Northeast,Metro,35092,30062,5.7,253.7
Maine,Somerset,Northeast,Nonmetro,51577,21729,9.5,3924.4
Maine,Waldo,Northeast,Nonmetro,38976,24473,7.5,729.92
Maine,Washington,Northeast,Nonmetro,32191,21977,9.8,2562.66
Maine,York,Northeast,Metro,199682,30705,5.9,990.71
Maryland,Allegany,South,Metro,73549,21674,10,424.16
Maryland,Anne Arundel,South,Metro,555280,41706,5.9,414.9
Maryland,Baltimore,South,Metro,822959,35011,6.9,598.3
Maryland,Calvert,South,Metro,90114,39011,7.6,213.15
Maryland,Caroline,South,Nonmetro,32661,24943,8.8,319.42
Maryland,Carroll,South,Metro,167444,36936,4.6,447.6
Maryland,Cecil,South,Metro,101960,29538,7.5,346.27
Maryland,Charles,South,Metro,152754,36809,6.3,457.75
Maryland,Dorchester,South,Nonmetro,32534,27870,10.4,540.77
Maryland,Frederick,South,Metro,241373,37449,5.8,660.22
Maryland,Garrett,South,Nonmetro,29813,25348,7,647.1
Maryland,Harford,South,Metro,248966,35746,6.4,437.09
Maryland,Howard,South,Metro,304115,48104,4.9,250.74
Maryland,Kent,South,Nonmetro,19923,30081,7.2,277.03
Maryland,Montgomery,South,Metro,1017859,49110,6.1,491.25
Maryland,Prince George's,South,Metro,892816,32639,8.7,482.69
Maryland,Queen Anne's,South,Metro,48600,38733,5.3,371.91
Maryland,St. Mary's,South,Metro,109614,36668,4.8,357.18
Maryland,Somerset,South,Metro,25980,16631,8.2,319.72
Maryland,Talbot,South,Nonmetro,37799,38317,6.7,268.54
Maryland,Washington,South,Metro,149270,27066,8.5,457.78
Maryland,Wicomico,South,Metro,101182,26241,8.8,374.44
Maryland,Worcester,South,Metro,51519,32419,9.9,468.28
Maryland,Baltimore city,South,Metro,622454,25707,13.1,80.94
Massachusetts,Barnstable,Northeast,Metro,214766,37678,7,393.72
Massachusetts,Berkshire,Northeast,Metro,129288,30469,8.9,926.83
Massachusetts,Bristol,Northeast,Metro,552763,29607,9,553.1
Massachusetts,Dukes,Northeast,Nonmetro,17048,38560,5.2,103.25
Massachusetts,Essex,Northeast,Metro,763849,36212,7.7,492.56
Massachusetts,Franklin,Northeast,Nonmetro,71144,30584,6.7,699.32
Massachusetts,Hampden,Northeast,Metro,468041,26560,10,617.14
Massachusetts,Hampshire,Northeast,Metro,160759,30244,7.2,527.26
Massachusetts,Middlesex,Northeast,Metro,1556116,44152,6.1,817.82
Massachusetts,Nantucket,Northeast,Nonmetro,10556,45000,3,44.97
Massachusetts,Norfolk,Northeast,Metro,687721,45829,6.9,396.11
Massachusetts,Plymouth,Northeast,Metro,503681,36163,7.9,659.08
Massachusetts,Suffolk,Northeast,Metro,758919,34420,8.7,58.15
Massachusetts,Worcester,Northeast,Metro,810935,32284,7.8,1510.77
Michigan,Alcona,North Central,Nonmetro,10550,23933,12.2,674.59
Michigan,Alger,North Central,Nonmetro,9476,21259,10.8,915.07
Michigan,Allegan,North Central,Nonmetro,112837,25161,6.1,825.23
Michigan,Alpena,North Central,Nonmetro,29068,22082,9.3,571.86
Michigan,Antrim,North Central,Nonmetro,23267,27155,9.7,475.7
Michigan,Arenac,North Central,Nonmetro,15424,21197,12,363.19
Michigan,Baraga,North Central,Nonmetro,8690,17461,8.1,898.26
Michigan,Barry,North Central,Metro,59147,25795,7.9,553.09
Michigan,Bay,North Central,Metro,106698,24445,9.7,442.3
Michigan,Benzie,North Central,Nonmetro,17437,25023,8.4,319.7
Michigan,Berrien,North Central,Metro,155565,25241,9.4,567.75
Michigan,Branch,North Central,Nonmetro,43706,21263,7,506.37
Michigan,Calhoun,North Central,Metro,134790,23150,10,706.23
Michigan,Cass,North Central,Metro,51952,24314,9.7,490.06
Michigan,Charlevoix,North Central,Nonmetro,26134,28188,7.8,416.34
Michigan,Cheboygan,North Central,Nonmetro,25690,23631,13.9,715.26
Michigan,Chippewa,North Central,Nonmetro,38586,20396,11.7,1558.42
Michigan,Clare,North Central,Nonmetro,30710,19181,13.2,564.32
Michigan,Clinton,North Central,Metro,76905,29766,6.5,566.41
Michigan,Crawford,North Central,Nonmetro,13895,22595,12,556.28
Michigan,Delta,North Central,Nonmetro,36712,23061,9.2,1171.1
Michigan,Dickinson,North Central,Nonmetro,26012,24880,7,761.4
Michigan,Eaton,North Central,Metro,108341,27577,7.8,575.18
Michigan,Emmet,North Central,Nonmetro,33018,31109,8.4,467.49
Michigan,Genesee,North Central,Metro,415874,22957,13.2,636.98
Michigan,Gladwin,North Central,Nonmetro,25501,21234,11,501.78
Michigan,Gogebic,North Central,Nonmetro,15824,21008,9.5,1101.85
Michigan,Grand Traverse,North Central,Nonmetro,89907,28050,6.6,464.33
Michigan,Gratiot,North Central,Nonmetro,41878,19618,8.5,568.46
Michigan,Hillsdale,North Central,Nonmetro,46178,21291,9,598.13
Michigan,Houghton,North Central,Nonmetro,36660,20081,7.2,1009.1
Michigan,Huron,North Central,Nonmetro,32290,23382,7.8,835.71
Michigan,Ingham,North Central,Metro,283491,25436,9,556.12
Michigan,Ionia,North Central,Nonmetro,64064,20921,10.4,571.3
Michigan,Iosco,North Central,Nonmetro,25401,23486,12.1,549.1
Michigan,Iron,North Central,Nonmetro,11507,21725,9,1166.15
Michigan,Isabella,North Central,Nonmetro,70669,20518,11.3,572.68
Michigan,Jackson,North Central,Metro,159759,23377,10.3,701.67
Michigan,Kalamazoo,North Central,Metro,256752,26416,9.1,561.66
Michigan,Kalkaska,North Central,Nonmetro,17230,21320,10.4,559.87
Michigan,Kent,North Central,Metro,622590,27032,7.7,846.95
Michigan,Keweenaw,North Central,Nonmetro,2198,24384,7,540.11
Michigan,Lake,North Central,Nonmetro,11426,16679,13.2,567.37
Michigan,Lapeer,North Central,Metro,88235,24478,10.5,643.01
Michigan,Leelanau,North Central,Nonmetro,21772,34322,7.1,347.17
Michigan,Lenawee,North Central,Nonmetro,98902,23252,8.6,749.56
Michigan,Livingston,North Central,Metro,184591,33619,5.9,565.25
Michigan,Luce,North Central,Nonmetro,6477,18427,11.6,899.08
Michigan,Mackinac,North Central,Nonmetro,11044,23889,12.5,1021.57
Michigan,Macomb,North Central,Metro,854689,27525,9,479.22
Michigan,Manistee,North Central,Nonmetro,24536,22647,11.5,542.15
Michigan,Marquette,North Central,Nonmetro,67582,23785,8.1,1808.4
Michigan,Mason,North Central,Nonmetro,28711,24244,10.7,495.07
Michigan,Mecosta,North Central,Nonmetro,43301,20405,12.2,555.07
Michigan,Menominee,North Central,Nonmetro,23717,23233,8.5,1044.08
Michigan,Midland,North Central,Metro,83624,30172,8.5,516.25
Michigan,Missaukee,North Central,Nonmetro,14988,20530,11,564.73
Michigan,Monroe,North Central,Metro,150436,26982,8.3,549.39
Michigan,Montcalm,North Central,Metro,63004,19955,11.2,705.4
Michigan,Montmorency,North Central,Nonmetro,9401,20771,16,546.66
Michigan,Muskegon,North Central,Metro,171483,21291,11.9,499.25
Michigan,Newaygo,North Central,Nonmetro,48029,21230,10.1,813.2
Michigan,Oakland,North Central,Metro,1229503,37728,7.5,867.66
Michigan,Oceana,North Central,Nonmetro,26229,20234,8.7,512.07
Michigan,Ogemaw,North Central,Nonmetro,21222,20972,12.4,563.49
Michigan,Ontonagon,North Central,Nonmetro,6298,21896,13.7,1311.23
Michigan,Osceola,North Central,Nonmetro,23234,19205,10.3,566.39
Michigan,Oscoda,North Central,Nonmetro,8444,19520,13.2,565.73
Michigan,Otsego,North Central,Nonmetro,24141,25743,8.2,514.97
Michigan,Ottawa,North Central,Metro,273136,26519,6.1,563.47
Michigan,Presque Isle,North Central,Nonmetro,13037,23550,13.1,658.72
Michigan,Roscommon,North Central,Nonmetro,24068,22513,14.2,519.64
Michigan,Saginaw,North Central,Metro,196479,23139,11.1,800.11
Michigan,St. Clair,North Central,Metro,160429,25429,10.4,721.17
Michigan,St. Joseph,North Central,Nonmetro,61022,21559,8.6,500.59
Michigan,Sanilac,North Central,Nonmetro,42014,21374,10.7,962.57
Michigan,Schoolcraft,North Central,Nonmetro,8288,20580,15.6,1171.36
Michigan,Shiawassee,North Central,Nonmetro,69113,23582,10.3,530.67
Michigan,Tuscola,North Central,Nonmetro,54420,21904,9.3,803.13
Michigan,Van Buren,North Central,Metro,75351,22358,8.4,607.47
Michigan,Washtenaw,North Central,Metro,354092,34738,7.4,705.97
Michigan,Wayne,North Central,Metro,1778969,22897,14.9,612.08
Michigan,Wexford,North Central,Nonmetro,32751,20988,9.5,565
Minnesota,Aitkin,North Central,Nonmetro,15839,25591,7.3,1821.66
Minnesota,Anoka,North Central,Metro,338764,31775,6.2,423.01
Minnesota,Becker,North Central,Nonmetro,33138,26399,3.5,1315.2
Minnesota,Beltrami,North Central,Nonmetro,45434,22524,10.6,2504.94
Minnesota,Benton,North Central,Metro,39221,25341,6.7,408.3
Minnesota,Big Stone,North Central,Nonmetro,5134,27426,3.3,499.02
Minnesota,Blue Earth,North Central,Metro,65125,26440,4.9,747.84
Minnesota,Brown,North Central,Nonmetro,25391,28018,3.2,611.09
Minnesota,Carlton,North Central,Metro,35443,24584,5.4,861.38
Minnesota,Carver,North Central,Metro,95715,40322,3.8,354.33
Minnesota,Cass,North Central,Nonmetro,28519,25720,7.4,2021.54
Minnesota,Chippewa,North Central,Nonmetro,12154,26372,2.6,581.12
Minnesota,Chisago,North Central,Metro,53834,29553,5.5,414.86
Minnesota,Clay,North Central,Metro,60879,25896,4.3,1045.37
Minnesota,Clearwater,North Central,Nonmetro,8752,23391,7.4,998.94
Minnesota,Cook,North Central,Nonmetro,5194,33056,4,1452.28
Minnesota,Cottonwood,North Central,Nonmetro,11632,24978,4.9,638.61
Minnesota,Crow Wing,North Central,Nonmetro,63048,27936,5.7,999.1
Minnesota,Dakota,North Central,Metro,408456,36171,5,562.17
Minnesota,Dodge,North Central,Metro,20290,30091,3.5,439.28
Minnesota,Douglas,North Central,Nonmetro,36620,29953,4.5,637.3
Minnesota,Faribault,North Central,Nonmetro,14230,27135,4.2,712.48
Minnesota,Fillmore,North Central,Metro,20843,26348,4.3,861.3
Minnesota,Freeborn,North Central,Nonmetro,30897,26494,4.9,707.09
Minnesota,Goodhue,North Central,Nonmetro,46377,30236,5.3,756.84
Minnesota,Grant,North Central,Nonmetro,5961,27952,3.6,548.16
Minnesota,Hennepin,North Central,Metro,1197776,38724,6,553.59
Minnesota,Houston,North Central,Metro,18812,27626,4.9,552.06
Minnesota,Hubbard,North Central,Nonmetro,20574,25725,5,925.68
Minnesota,Isanti,North Central,Metro,38296,27152,7.3,435.79
Minnesota,Itasca,North Central,Nonmetro,45354,25219,7.1,2667.72
Minnesota,Jackson,North Central,Nonmetro,10211,27494,3.2,702.98
Minnesota,Kanabec,North Central,Nonmetro,16003,23661,9.8,521.59
Minnesota,Kandiyohi,North Central,Nonmetro,42444,27560,4.8,796.79
Minnesota,Kittson,North Central,Nonmetro,4480,29279,2.8,1098.8
Minnesota,Koochiching,North Central,Nonmetro,13054,25398,7.8,3104.07
Minnesota,Lac qui Parle,North Central,Nonmetro,7023,29541,3.7,765.02
Minnesota,Lake,North Central,Nonmetro,10750,29346,4.8,2109.29
Minnesota,Lake of the Woods,North Central,Nonmetro,3949,22543,4.8,1297.87
Minnesota,Le Sueur,North Central,Metro,27707,28483,5.3,448.76
Minnesota,Lincoln,North Central,Nonmetro,5808,26910,2.8,536.76
Minnesota,Lyon,North Central,Nonmetro,25699,28010,5.3,714.56
Minnesota,McLeod,North Central,Nonmetro,36046,27612,4.5,491.47
Minnesota,Mahnomen,North Central,Nonmetro,5496,19743,9.2,557.88
Minnesota,Marshall,North Central,Nonmetro,9453,27863,4.7,1775.07
Minnesota,Martin,North Central,Nonmetro,20350,28244,3.5,712.35
Minnesota,Meeker,North Central,Nonmetro,23129,27313,4.7,608.18
Minnesota,Mille Lacs,North Central,Metro,25809,23603,7.7,572.31
Minnesota,Morrison,North Central,Nonmetro,32962,24984,5.8,1125.06
Minnesota,Mower,North Central,Nonmetro,39227,26265,6.5,711.33
Minnesota,Murray,North Central,Nonmetro,8529,28976,4.5,704.7
Minnesota,Nicollet,North Central,Metro,33086,28118,4,448.49
Minnesota,Nobles,North Central,Nonmetro,21687,23515,6.9,715.11
Minnesota,Norman,North Central,Nonmetro,6692,25314,5.1,872.79
Minnesota,Olmsted,North Central,Metro,148736,35267,4.1,653.35
Minnesota,Otter Tail,North Central,Nonmetro,57511,28066,4.4,1972.07
Minnesota,Pennington,North Central,Nonmetro,14110,25500,3,616.57
Minnesota,Pine,North Central,Nonmetro,29218,22436,7.4,1411.29
